"","playername","vpip","pfr","total_hands","money_won","rake","threebet","bb_per_100","total_rake_100","money_won_100","wwsf"
"28862","P7_611169EC",50,12.5,8,4320,102,50,270,0.13,5.4,80
"28863","P7_611805TO",33.3,16.7,6,5690,78,0,474.33,0.13,9.48,100
"28864","P7_612239WQ",18.2,0,11,4126,195,0,375.09,0.18,3.75,50
"28865","P7_612805TS",32,11.3,97,3180,703,0,32.78,0.07,0.33,45.5
"28866","P7_614410VW",20.5,12.8,39,33191,549,0,425.54,0.14,8.51,63.6
"28867","P7_614967WK",32.4,4.4,68,-90,1013,3.3,-0.65,0.15,-0.01,33.3
"28868","P7_615104PQ",28.6,14.3,14,7600,467,16.7,271.43,0.33,5.43,25
"28869","P7_617363VI",24,4,25,4700,151,0,188,0.06,1.88,40
"28870","P7_617738LJ",0,0,5,0,63,0,0,0.13,0,NA
"28871","P7_617799WW",16.7,0,6,-2500,114,0,-208.33,0.19,-4.17,0
"28872","P7_617929PD",42.4,18.8,85,27590,1049,0,162.32,0.12,3.25,63.3
"28873","P7_618167PP",33.3,11.1,9,-3000,83,50,-333.33,0.09,-3.33,0
"28874","P7_618672OJ",38.5,7.7,13,-1520,182,0,-58.46,0.14,-1.17,40
"28875","P7_619380NG",22.8,14,114,21855,1328,11.6,95.87,0.12,1.92,44.4
"28876","P7_619931IA",20,0,15,4540,67,0,151.33,0.04,3.03,100
"28877","P7_620896LX",0,0,7,-250,19,0,-35.71,0.03,-0.36,0
"28878","P7_621084YS",18.2,11.4,44,5365,207,0,121.93,0.05,1.22,40
"28879","P7_621718FQ",51.3,21.1,76,28266,923,13.6,185.96,0.12,3.72,64.5
"28880","P7_627597XM",11.1,11.1,18,-5170,228,0,-287.22,0.13,-2.87,0
"28881","P7_628098UN",25,12.5,16,3140,303,0,98.12,0.19,1.96,66.7
"28882","P7_628332XI",29.2,8.3,24,2670,306,0,111.25,0.13,1.11,40
"28883","P7_628693LS",5.9,5.9,17,2700,293,11.1,79.41,0.17,1.59,100
"28884","P7_629752QB",14.3,0,14,-750,125,0,-53.57,0.09,-0.54,0
"28885","P7_630995QC",25,12.5,16,-10000,204,0,-312.5,0.13,-6.25,0
"28886","P7_632412EI",0,0,5,0,54,0,0,0.11,0,NA
"28887","P7_633594XA",53.8,7.7,13,-12371,211,0,-475.85,0.16,-9.52,28.6
"28888","P7_634361XD",9.1,9.1,11,-4300,158,0,-195.45,0.14,-3.91,0
"28889","P7_637050OS",25,25,4,-800,19,0,-100,0.05,-2,0
"28890","P7_637348KR",27.8,16.7,18,600,264,0,16.67,0.15,0.33,20
"28891","P7_637767XF",45.5,27.3,11,-105,149,33.3,-4.73,0.14,-0.1,60
"28892","P7_639335QR",100,100,1,-10000,38,NA,-10000,0.38,-100,0
"28893","P7_640631WS",40,0,5,1665,23,0,166.6,0.05,3.33,100
"28894","P7_642415GE",33.3,0,3,-300,6,0,-100,0.02,-1,0
"28895","P7_643229LW",14.3,0,7,-1700,107,0,-242.86,0.15,-2.43,0
"28896","P7_643358GU",13,8.7,23,-1630,197,0,-35.43,0.09,-0.71,33.3
"28897","P7_643757FC",46.7,0,15,5080,185,0,169.33,0.12,3.39,40
"28898","P7_644823TT",15,5,20,2750,153,0,68.75,0.08,1.38,66.7
"28899","P7_646852NI",52.6,26.3,19,21574,342,14.3,567.74,0.18,11.35,33.3
"28900","P7_649009UV",20,20,5,-450,68,0,-90,0.14,-0.9,0
"28901","P7_650633GU",24.4,12.2,41,-5955,407,5,-145.24,0.1,-1.45,37.5
"28902","P7_653512CJ",17.6,10.6,85,-4070,553,8.3,-47.88,0.07,-0.48,50
"28903","P7_653878GL",18.8,4.2,48,13860,847,5.3,144.38,0.18,2.89,41.7
"28904","P7_654153BF",0,0,1,0,10,NA,0,0.1,0,NA
"28905","P7_654313PT",8.8,8.8,34,16808,310,0,247.18,0.09,4.94,33.3
"28906","P7_654974SO",17.6,11.8,17,-2285,301,12.5,-67.24,0.18,-1.34,50
"28907","P7_655504JR",0,0,11,-300,102,0,-13.64,0.09,-0.27,NA
"28908","P7_657338UH",55.6,0,9,-3062,191,0,-340.22,0.21,-3.4,50
"28909","P7_659785KO",31.2,25,16,-9090,218,0,-568.12,0.14,-5.68,40
"28910","P7_662916AU",28.6,14.3,7,135,93,0,9.71,0.13,0.19,50
"28911","P7_662935LC",14.8,3.7,27,1360,228,0,25.19,0.08,0.5,33.3
"28912","P7_663545UW",0,0,4,-100,0,NA,-12.5,0,-0.25,NA
"28913","P7_664772BV",29.2,12.5,24,17685,236,9.1,368.46,0.1,7.37,83.3
"28914","P7_665550SD",18.8,12.5,16,1130,125,0,70.62,0.08,0.71,33.3
"28915","P7_667167MD",33.3,33.3,3,1365,31,NA,455,0.1,4.55,50
"28916","P7_669230YW",43.8,25,16,10459,194,28.6,326.88,0.12,6.54,75
"28917","P7_669723HT",25,13.9,36,-1900,468,0,-26.39,0.13,-0.53,33.3
"28918","P7_672713ED",0,0,1,0,41,NA,0,0.41,0,NA
"28919","P7_674352XC",0,0,1,275,4,NA,138,0.04,2.75,100
"28920","P7_676096AK",21.8,10.9,101,13080,1392,4.3,64.76,0.14,1.3,60
"28921","P7_678059CU",26.3,5.3,19,945,356,0,49.74,0.19,0.5,40
"28922","P7_678777TI",24.1,13.8,29,16209,243,0,279.48,0.08,5.59,66.7
"28923","P7_679509SV",25,18.8,16,460,148,0,14.38,0.09,0.29,50
"28924","P7_680099UA",25,25,12,10728,141,25,447.08,0.12,8.94,75
"28925","P7_681396TU",32.3,3.2,31,-1555,244,0,-50.16,0.08,-0.5,10
"28926","P7_681446FN",14.3,4.8,21,-905,148,0,-21.52,0.07,-0.43,33.3
"28927","P7_682029FA",18.6,14,43,-480,313,0,-5.58,0.07,-0.11,NA
"28928","P7_683765GN",27.3,13.6,22,-2985,117,12.5,-135.68,0.05,-1.36,25
"28929","P7_683820GB",20.8,0,24,765,334,0,31.88,0.14,0.32,42.9
"28930","P7_684256QD",44.4,38.9,36,-11445,513,8.3,-158.94,0.14,-3.18,50
"28931","P7_685040UM",14.3,0,14,1765,166,0,63.07,0.12,1.26,33.3
"28932","P7_686044IF",62.5,37.5,16,-5000,196,0,-312.5,0.12,-3.12,30
"28933","P7_686708IO",20,13.3,15,-1000,221,14.3,-33.33,0.15,-0.67,0
"28934","P7_686797QN",38.9,16.7,18,16663,215,0,462.89,0.12,9.26,50
"28935","P7_688992NL",36.8,15.8,19,-12380,154,0,-651.58,0.08,-6.52,20
"28936","P7_689192AT",26.7,13.3,15,-600,162,0,-20,0.11,-0.4,0
"28937","P7_689614EQ",33.3,33.3,3,1900,25,100,316.67,0.08,6.33,NA
"28938","P7_691998LJ",18.2,9.1,22,13960,376,11.1,317.27,0.17,6.35,66.7
"28939","P7_696287RW",66.7,6.7,15,-11080,174,0,-369.4,0.12,-7.39,25
"28940","P7_697755SF",14.7,8.8,34,-5960,336,0,-87.65,0.1,-1.75,25
"28941","P7_697934SC",13.3,0,15,-460,117,0,-15.33,0.08,-0.31,100
"28942","P7_699156LP",7.7,3.8,26,1365,197,0,52.5,0.08,0.52,50
"28943","P7_699191AU",57.1,42.9,7,-6000,46,0,-428.57,0.07,-8.57,0
"28944","P7_700317PV",28.1,6.2,32,-3415,282,0,-106.72,0.09,-1.07,42.9
"28945","P7_700849WE",19,11.9,42,3473,604,0,41.36,0.14,0.83,57.1
"28946","P7_701857TJ",18.5,0,27,1145,159,0,42.41,0.06,0.42,71.4
"28947","P7_702168AI",50,50,2,-5100,81,NA,-1275,0.4,-25.5,0
"28948","P7_702821RC",28.9,10.5,38,-8890,601,0,-116.97,0.16,-2.34,36.4
"28949","P7_703609LS",0,0,1,-100,0,0,-50,0,-1,NA
"28950","P7_704774AX",42.9,42.9,7,1425,77,0,101.86,0.11,2.04,100
"28951","P7_705053YR",31.6,10.5,19,1730,276,0,45.58,0.15,0.91,75
"28952","P7_705967PJ",36,13.2,114,-380,1011,2.6,-3.33,0.09,-0.03,35.9
"28953","P7_706040MY",25,18.8,16,325,235,0,10.19,0.15,0.2,50
"28954","P7_706702BY",57.9,0,19,-2680,134,0,-141.05,0.07,-1.41,36.4
"28955","P7_706747VG",41.5,7.3,41,2660,718,0,32.44,0.18,0.65,20
"28956","P7_707274LR",33.3,0,3,9955,56,0,1659.33,0.19,33.18,100
"28957","P7_707611GX",20,0,5,-650,54,0,-130,0.11,-1.3,0
"28958","P7_708394EH",24.1,0,29,110,186,0,3.79,0.06,0.04,25
"28959","P7_708710IQ",27.3,13.6,22,-9960,325,0,-226.36,0.15,-4.53,40
"28960","P7_709827EK",33.3,26.7,15,-3540,193,0,-118,0.13,-2.36,50
"28961","P7_710369UH",16.7,0,6,-1200,66,0,-100,0.11,-2,0
"28962","P7_713279FI",40,30,10,-2400,123,0,-120,0.12,-2.4,0
"28963","P7_713619OA",8.3,5,60,7200,804,0,60,0.13,1.2,25
"28964","P7_714849DY",18.8,9.4,32,4232,410,11.1,66.12,0.13,1.32,60
"28965","P7_714905YG",37.5,12.5,16,1357,170,0,84.81,0.11,0.85,60
"28966","P7_715814DH",61.1,7.4,54,21371,702,4.8,197.89,0.13,3.96,46.9
"28967","P7_717007WO",33.3,15.2,33,-2590,320,5.6,-39.24,0.1,-0.78,37.5
"28968","P7_717486HY",0,0,6,-300,119,0,-25,0.2,-0.5,NA
"28969","P7_717841GU",28.6,14.3,28,-773,238,0,-13.79,0.08,-0.28,57.1
"28970","P7_718040DB",15.4,7.7,13,895,129,0,34.46,0.1,0.69,100
"28971","P7_719774QX",8.3,0,12,-500,159,0,-20.83,0.13,-0.42,0
"28972","P7_720557DT",10.8,6.8,74,5069,965,4.3,34.26,0.13,0.68,44.4
"28973","P7_721593JV",0,0,5,0,24,0,0,0.05,0,NA
"28974","P7_722582SS",27.5,5.9,51,-2033,424,0,-39.86,0.08,-0.4,63.6
"28975","P7_722716EN",31,7.1,42,11027,650,0,262.55,0.15,2.63,33.3
"28976","P7_723469SY",14.3,0,7,9600,118,0,685.71,0.17,13.71,100
"28977","P7_726227BE",18.2,9.1,11,-1344,107,0,-122.18,0.1,-1.22,50
"28978","P7_726301RC",3.3,3.3,30,-300,194,0,-5,0.06,-0.1,NA
"28979","P7_726562KB",0,0,2,-200,0,NA,-50,0,-1,NA
"28980","P7_728144BI",0,0,1,-100,8,0,-100,0.08,-1,NA
"28981","P7_728439ET",23.1,7.7,26,-2285,325,0,-43.96,0.12,-0.88,25
"28982","P7_728587XB",33.3,0,15,-875,181,0,-29.13,0.12,-0.58,50
"28983","P7_728835WU",0,0,1,0,0,NA,0,0,0,NA
"28984","P7_730844DF",6.5,6.5,31,-18300,525,8.3,-295.16,0.17,-5.9,33.3
"28985","P7_730855BF",34.1,7.3,41,-1810,502,14.3,-22.07,0.12,-0.44,33.3
"28986","P7_731481XU",25,12.5,8,4000,100,0,250,0.12,5,100
"28987","P7_731992BO",23.5,2.9,34,-4377,600,0,-64.38,0.18,-1.29,33.3
"28988","P7_733936QW",25.6,9.3,86,8975,1321,0,52.19,0.15,1.04,25
"28989","P7_735603VM",7.1,3.6,28,-1000,220,0,-35.71,0.08,-0.36,0
"28990","P7_736052SO",25,25,4,-6060,56,33.3,-1515,0.14,-15.15,0
"28991","P7_736855PS",100,0,1,1585,19,0,793,0.19,15.85,100
"28992","P7_737248NQ",0,0,6,0,76,0,0,0.13,0,NA
"28993","P7_737332UF",66.7,16.7,6,-4800,54,0,-800,0.09,-8,0
"28994","P7_737364IA",34.5,13.8,29,-2635,334,0,-45.41,0.12,-0.91,62.5
"28995","P7_738220FX",19.6,11.8,51,-1000,304,4.5,-19.61,0.06,-0.2,0
"28996","P7_738223NP",25,0,8,1085,145,0,135.62,0.18,1.36,50
"28997","P7_739909ML",20,20,10,505,63,0,50.5,0.06,0.5,50
"28998","P7_741930GR",29.1,20,55,14645,722,7.1,133.16,0.13,2.66,35.7
"28999","P7_742931VD",0,0,5,0,58,NA,0,0.12,0,NA
"29000","P7_742974LE",31.2,18.8,16,3840,199,0,120,0.12,2.4,40
"29001","P7_743406UA",13,8.7,23,-1012,387,0,-22,0.17,-0.44,66.7
"29002","P7_743991DS",17.6,5.9,17,11562,270,0,170.06,0.16,6.8,66.7
"29003","P7_744252BM",40,0,10,-12650,250,0,-632.5,0.25,-12.65,0
"29004","P7_748772OO",66.7,16.7,6,2110,52,33.3,175.83,0.09,3.52,66.7
"29005","P7_748974PV",0,0,1,-200,14,0,-100,0.14,-2,NA
"29006","P7_750071DC",11.6,2.3,43,-844,451,0,-9.81,0.1,-0.2,14.3
"29007","P7_750380FO",50,25,16,1964,278,12.5,61.38,0.17,1.23,50
"29008","P7_752061DO",5.9,5.9,17,18800,151,0,552.94,0.09,11.06,50
"29009","P7_752770KS",14.3,14.3,7,-12300,76,0,-878.57,0.11,-17.57,0
"29010","P7_752889DR",0,0,18,-800,148,0,-22.22,0.08,-0.44,0
"29011","P7_754253KA",16.7,11.9,42,-745,402,7.7,-17.74,0.1,-0.18,28.6
"29012","P7_755399KB",33.3,33.3,3,10,60,0,1.67,0.2,0.03,100
"29013","P7_757606QQ",0,0,14,-500,114,0,-17.86,0.08,-0.36,0
"29014","P7_757878GG",10,10,40,-1743,164,0,-43.58,0.04,-0.44,0
"29015","P7_758880HD",55.6,33.3,9,6420,68,0,356.67,0.08,7.13,100
"29016","P7_759505MB",25,12.5,8,685,90,0,42.88,0.11,0.86,66.7
"29017","P7_762742LY",66.7,33.3,6,5720,61,0,476.67,0.1,9.53,66.7
"29018","P7_764411NQ",22.2,0,9,1400,74,0,77.78,0.08,1.56,50
"29019","P7_766218EO",31.2,16.9,77,-50738,1182,16,-329.47,0.15,-6.59,31.8
"29020","P7_768757NB",16.7,0,6,3380,80,NA,563.33,0.13,5.63,66.7
"29021","P7_771376NJ",14.3,0,7,-500,13,0,-35.71,0.02,-0.71,NA
"29022","P7_771993ES",35.7,28.6,14,1610,166,33.3,57.57,0.12,1.15,40
"29023","P7_772011VV",20,10,10,-125,16,0,-6.3,0.02,-0.12,50
"29024","P7_774060TM",31.2,25,16,12300,263,16.7,384.38,0.16,7.69,20
"29025","P7_774171JM",5.3,2.6,38,2082,509,5.6,27.42,0.13,0.55,100
"29026","P7_774589XE",14.8,9.3,54,13810,659,6.7,127.87,0.12,2.56,57.1
"29027","P7_775160ET",22.2,14.8,27,510,151,11.1,9.48,0.06,0.19,40
"29028","P7_775408AJ",0,0,3,-100,54,0,-33.33,0.18,-0.33,NA
"29029","P7_776488YO",12.5,6.2,16,840,201,0,26.25,0.13,0.52,50
"29030","P7_779305OA",22.2,22.2,9,7100,439,0,394.44,0.49,7.89,100
"29031","P7_780451IB",53.8,19.2,26,-10000,179,20,-384.62,0.07,-3.85,30.8
"29032","P7_780520BL",6.7,4.4,45,-3700,613,0,-41.11,0.14,-0.82,0
"29033","P7_782749TQ",40,0,25,-4170,179,0,-166.8,0.07,-1.67,18.2
"29034","P7_782917RU",23.1,7.7,13,0,65,0,0,0.05,0,0
"29035","P7_784275AK",42.9,42.9,7,265,20,33.3,37.86,0.03,0.38,100
"29036","P7_784413NQ",31.2,18.8,16,-4700,302,0,-146.88,0.19,-2.94,0
"29037","P7_784561MX",100,0,1,-1800,69,NA,-900,0.69,-18,0
"29038","P7_786041AH",8.3,8.3,12,-2300,216,0,-95.83,0.18,-1.92,0
"29039","P7_787946DW",0,0,7,-150,21,0,-21.43,0.03,-0.21,0
"29040","P7_788161HH",25,25,4,8570,92,NA,1071.25,0.23,21.43,50
"29041","P7_790155SV",25,11.1,36,3256,329,0,90.44,0.09,0.9,46.2
"29042","P7_790325SY",21.6,5.4,37,2203,491,7.7,29.78,0.13,0.6,30
"29043","P7_791722II",30,10,10,-8260,148,16.7,-413.1,0.15,-8.26,33.3
"29044","P7_791939MV",0,0,1,-200,0,0,-100,0,-2,NA
"29045","P7_795102EK",16.7,16.7,6,-3669,59,100,-611.5,0.1,-6.12,0
"29046","P7_795520IS",50,16.7,6,-1091,34,0,-181.83,0.06,-1.82,0
"29047","P7_796008JH",15,5,20,1125,290,0,28.1,0.14,0.56,66.7
"29048","P7_796293ST",11.1,11.1,9,-350,47,0,-38.89,0.05,-0.39,0
"29049","P7_799370YN",16.7,0,6,-800,79,0,-33.33,0.13,-1.33,0
"29050","P7_799414FR",11.1,11.1,9,11800,90,0,655.56,0.1,13.11,100
"29051","P7_799462VF",24.5,14.3,49,-16800,729,0,-171.43,0.15,-3.43,10
"29052","P7_803441HL",0,0,5,-100,22,0,-10,0.04,-0.2,NA
"29053","P7_803594OD",25,25,4,100,4,0,25,0.01,0.25,0
"29054","P7_805214UG",0,0,11,-300,237,0,-13.64,0.22,-0.27,0
"29055","P7_805617QP",25,5,20,-1300,240,0,-32.5,0.12,-0.65,50
"29056","P7_806894HJ",100,0,1,-2900,40,0,-2900,0.4,-29,0
"29057","P7_806954JD",9.8,2.4,41,-1200,230,0,-29.27,0.06,-0.29,0
"29058","P7_807744TE",83.3,16.7,18,-4000,153,0,-222.22,0.08,-2.22,53.8
"29059","P7_808023KW",40.7,18.5,27,-6000,180,0,-222.22,0.07,-2.22,27.3
"29060","P7_808798MQ",13.6,13.6,22,1905,157,0,43.32,0.07,0.87,100
"29061","P7_808814XU",33.8,2.8,71,4175,987,0,29.42,0.14,0.59,40.9
"29062","P7_810204HP",0,0,9,-200,55,0,-22.22,0.06,-0.22,NA
"29063","P7_813187FV",13.6,9.1,22,-520,204,0,-11.82,0.09,-0.24,66.7
"29064","P7_813651VV",40,20,10,7380,106,0,738,0.11,7.38,100
"29065","P7_815012CK",0,0,2,-300,50,0,-75,0.25,-1.5,NA
"29066","P7_815205VA",18.8,18.8,16,1000,190,0,31.25,0.12,0.62,NA
"29067","P7_815208GF",42.2,13.3,45,1570,675,5.9,17.49,0.15,0.35,31.2
"29068","P7_815538RC",23.5,17.6,17,-5300,299,0,-155.88,0.18,-3.12,0
"29069","P7_815547IW",23.1,7.7,39,-4194,269,0,-107.54,0.07,-1.08,25
"29070","P7_815589YL",57.7,23.1,26,7552,472,16.7,145.27,0.18,2.9,50
"29071","P7_816397LI",16.1,12.9,31,-4100,423,0,-66.13,0.14,-1.32,0
"29072","P7_816989QG",25.8,12.9,31,-4620,257,11.1,-74.52,0.08,-1.49,28.6
"29073","P7_818577PU",46.7,0,15,-10455,463,0,-348.53,0.31,-6.97,33.3
"29074","P7_819161HH",16.7,0,6,365,91,0,30.5,0.15,0.61,100
"29075","P7_819426YP",21.7,17.4,23,7400,247,22.2,160.91,0.11,3.22,100
"29076","P7_820467CD",10.8,4.6,65,-2770,584,0,-42.62,0.09,-0.43,28.6
"29077","P7_823065AG",20,14.4,90,-5040,1283,2.8,-28,0.14,-0.56,28.6
"29078","P7_825889VU",0,0,5,-100,113,0,-10,0.23,-0.2,NA
"29079","P7_826860GW",25.6,11.5,78,14110,493,0,180.9,0.06,1.81,52.9
"29080","P7_828198GP",14.9,6,67,-3445,720,0,-25.72,0.11,-0.51,28.6
"29081","P7_828803TA",18.2,0,22,-965,163,0,-43.86,0.07,-0.44,25
"29082","P7_829890IC",0,0,5,-200,26,0,-40,0.05,-0.4,NA
"29083","P7_830676HN",23.1,7.7,13,-210,179,0,-8.08,0.14,-0.16,33.3
"29084","P7_833243GV",25,25,4,160,23,0,20,0.06,0.4,NA
"29085","P7_834046FN",26.5,11.8,34,8449,480,8.3,124.26,0.14,2.48,33.3
"29086","P7_834501KE",25,14.3,28,2375,355,0,42.39,0.13,0.85,60
"29087","P7_836000RQ",33.3,22.2,9,21390,156,20,1188.44,0.17,23.77,100
"29088","P7_836337ET",0,0,4,0,74,0,0,0.18,0,NA
"29089","P7_836569AU",0,0,8,-300,50,0,-18.75,0.06,-0.38,NA
"29090","P7_838039JG",25,7.4,68,-390,596,0,-5.74,0.09,-0.06,23.5
"29091","P7_838406SP",42.9,14.3,7,-6430,81,0,-459.29,0.12,-9.19,50
"29092","P7_839118UG",0,0,1,-200,0,0,-100,0,-2,NA
"29093","P7_840170ND",42.9,42.9,7,-2000,96,100,-142.86,0.14,-2.86,0
"29094","P7_840260WX",19.2,11.5,26,20,399,22.2,0.38,0.15,0.01,33.3
"29095","P7_840825OC",43.5,21.7,23,-8240,423,0,-179.13,0.18,-3.58,33.3
"29096","P7_840835JN",22.7,18.2,22,-1975,315,0,-44.86,0.14,-0.9,25
"29097","P7_845158NF",23.3,4.7,43,-5004,269,0,-116.37,0.06,-1.16,9.1
"29098","P7_845235TM",15.1,5.8,86,-1730,1233,0,-10.06,0.14,-0.2,33.3
"29099","P7_845430VH",17.1,14.6,41,-1860,108,0,-45.37,0.03,-0.45,20
"29100","P7_846101HH",50,0,2,-2200,48,0,-550,0.24,-11,0
"29101","P7_846860US",40,0,15,2460,127,0,164,0.08,1.64,75
"29102","P7_849419XG",36.1,13.9,36,12615,480,11.8,175.22,0.13,3.5,42.9
"29103","P7_849647ON",0,0,9,-300,121,0,-16.67,0.13,-0.33,NA
"29104","P7_850170KK",14.3,14.3,7,1190,50,NA,85,0.07,1.7,100
"29105","P7_851417HD",50,0,8,915,131,0,57.25,0.16,1.14,33.3
"29106","P7_851754SM",19,9.5,21,1264,211,25,60.19,0.1,0.6,33.3
"29107","P7_852566XR",27.8,22.2,18,5820,243,0,161.67,0.14,3.23,60
"29108","P7_855442PT",50,50,2,720,19,0,180,0.1,3.6,100
"29109","P7_856073MT",24.2,12.1,33,3090,323,0,93.64,0.1,0.94,42.9
"29110","P7_856864PR",20.6,5.9,34,-295,448,0,-4.32,0.13,-0.09,25
"29111","P7_858198PK",0,0,7,-600,102,0,-42.86,0.15,-0.86,NA
"29112","P7_858465FJ",38.9,27.8,18,1005,96,42.9,27.94,0.05,0.56,33.3
"29113","P7_859048PR",26.9,7.7,26,14188,452,9.1,272.85,0.17,5.46,33.3
"29114","P7_860098ES",0,0,3,0,51,NA,0,0.17,0,NA
"29115","P7_861528FF",14.3,14.3,7,0,0,0,0,0,0,NA
"29116","P7_861528YD",0,0,8,-200,64,0,-12.5,0.08,-0.25,NA
"29117","P7_862808RC",0,0,2,0,42,NA,0,0.21,0,NA
"29118","P7_863112WE",5.6,2.8,36,-700,190,0,-19.44,0.05,-0.19,0
"29119","P7_864001SK",5.3,2.6,38,9199,396,0,242.08,0.1,2.42,50
"29120","P7_864277KW",66.7,8.3,12,2590,86,0,215.83,0.07,2.16,62.5
"29121","P7_864547HJ",44.4,22.2,9,-3540,128,0,-196.67,0.14,-3.93,25
"29122","P7_867254XR",0,0,1,-100,0,0,-50,0,-1,NA
"29123","P7_867265MX",25,25,24,2200,191,10,45.83,0.08,0.92,66.7
"29124","P7_868745SN",50,25,20,1637,354,0,40.95,0.18,0.82,50
"29125","P7_869115QI",50,0,2,-1550,22,0,-775,0.11,-7.75,0
"29126","P7_869896WG",40,40,5,10168,40,100,1016.8,0.08,20.34,100
"29127","P7_871057OV",0,0,2,-300,0,0,-75,0,-1.5,NA
"29128","P7_871311BU",50,0,4,-1400,76,NA,-175,0.19,-3.5,0
"29129","P7_875842BW",23.1,0,13,-120,81,0,-9.23,0.06,-0.09,25
"29130","P7_876493XQ",0,0,11,-300,107,0,-27.27,0.1,-0.27,NA
"29131","P7_876698JN",23.3,13.3,30,-8605,211,22.2,-286.83,0.07,-2.87,60
"29132","P7_877250BR",62.5,25,8,-2600,43,0,-162.5,0.05,-3.25,0
"29133","P7_877878IQ",17.1,0,41,-65,331,0,-1.59,0.08,-0.02,28.6
"29134","P7_878488PW",40,20,5,-1200,132,0,-120,0.26,-2.4,0
"29135","P7_879258RP",29.3,24.4,41,-3104,732,11.1,-37.85,0.18,-0.76,41.7
"29136","P7_879888AN",36.8,26.3,19,10096,318,0,265.68,0.17,5.31,75
"29137","P7_881827AL",33.3,0,15,795,125,0,26.53,0.08,0.53,33.3
"29138","P7_882953IA",25,0,4,925,39,0,231.25,0.1,2.31,100
"29139","P7_883513ON",14.3,0,7,748,24,0,106.86,0.03,1.07,50
"29140","P7_884737RF",31.2,18.8,16,-22324,328,0,-697.62,0.2,-13.95,0
"29141","P7_886314KM",25,25,8,-6450,90,0,-403.12,0.11,-8.06,0
"29142","P7_889560OM",25.4,20.3,59,22555,779,9.5,191.15,0.13,3.82,60
"29143","P7_889583IY",0,0,5,-300,40,0,-30,0.08,-0.6,0
"29144","P7_889862IG",22.2,18.5,27,400,297,16.7,7.41,0.11,0.15,20
"29145","P7_894420VB",33.3,0,9,-1600,129,0,-88.89,0.14,-1.78,0
"29146","P7_900298CJ",31.2,18.8,16,5585,282,0,174.56,0.18,3.49,60
"29147","P7_902902OW",12.5,0,8,-800,60,0,-50,0.08,-1,0
"29148","P7_904069TS",0,0,2,0,0,NA,0,0,0,NA
"29149","P7_904103UA",14.3,0,7,2245,80,0,320.71,0.11,3.21,100
"29150","P7_904811FJ",60,40,5,3200,105,50,320,0.21,6.4,50
"29151","P7_905485IL",40,40,5,3270,95,25,654,0.19,6.54,100
"29152","P7_905878CX",23.1,15.4,13,650,393,0,25.08,0.3,0.5,66.7
"29153","P7_906072GY",37.1,0,35,-1330,359,0,-19,0.1,-0.38,9.1
"29154","P7_906705NN",15.6,15.6,45,10488,502,6.7,116.53,0.11,2.33,66.7
"29155","P7_909933HL",42.6,30.9,136,40425,1525,10.8,297.24,0.11,2.97,67.9
"29156","P7_911319TO",21.6,7.8,51,-1565,619,0,-15.33,0.12,-0.31,30
"29157","P7_913107EX",50,0,2,790,13,0,395,0.06,3.95,100
"29158","P7_914676XV",40,0,5,2230,144,0,223,0.29,4.46,50
"29159","P7_918760SN",0,0,1,-200,38,0,-100,0.38,-2,NA
"29160","P7_919732IE",20,20,10,-5000,91,0,-250,0.09,-5,0
"29161","P7_920951JC",0,0,9,-600,66,0,-33.33,0.07,-0.67,NA
"29162","P7_921391WK",20,15.8,95,12050,623,3,126.84,0.07,1.27,35.3
"29163","P7_921425IU",66.7,50,6,2527,66,33.3,421.17,0.11,4.21,50
"29164","P7_922256SX",33.3,0,6,-2447,76,0,-204,0.13,-4.08,0
"29165","P7_922391SK",50.8,23.1,65,-12766,990,7.4,-98.2,0.15,-1.96,48.4
"29166","P7_923643BY",40,0,5,1480,41,0,148,0.08,2.96,100
"29167","P7_925026AY",100,0,2,105,47,0,26.5,0.24,0.52,50
"29168","P7_926019XI",20.7,3.4,29,-2055,259,6.7,-70.86,0.09,-0.71,28.6
"29169","P7_926081VR",16.7,0,48,260,309,0,5.42,0.06,0.05,66.7
"29170","P7_927112BQ",40,0,5,-1800,89,0,-180,0.18,-3.6,0
"29171","P7_927669IL",0,0,5,-50,29,0,-10,0.06,-0.1,NA
"29172","P7_928534HR",27,18.9,37,1880,605,6.2,25.41,0.16,0.51,42.9
"29173","P7_929760RW",23.1,5.1,39,7109,411,0,182.28,0.11,1.82,33.3
"29174","P7_931090EK",10.2,6.1,49,-445,347,7.1,-9.08,0.07,-0.09,50
"29175","P7_931471AW",0,0,1,0,0,NA,0,0,0,NA
"29176","P7_932189XK",66.7,16.7,6,-6520,99,0,-543.33,0.16,-10.87,25
"29177","P7_932250UR",8.3,4.2,24,410,312,0,8.54,0.13,0.17,100
"29178","P7_932466PW",26.9,23.1,26,-220,204,7.7,-4.23,0.08,-0.08,66.7
"29179","P7_934418BO",20,20,5,-400,33,0,-40,0.07,-0.8,0
"29180","P7_936767QU",20.9,12.8,86,-54650,963,9.7,-317.73,0.11,-6.35,15.4
"29181","P7_937849UF",7.1,0,14,-6352,120,0,-453.71,0.09,-4.54,0
"29182","P7_938060JJ",40,20,5,-1950,48,NA,-390,0.1,-3.9,0
"29183","P7_938125MX",25,0,4,4470,87,NA,1117.5,0.22,11.18,100
"29184","P7_940350OL",20,20,5,18000,76,NA,1800,0.15,36,50
